workload,trace_id,scale_selected,origin,split,agent_status,trace_path,native_source_path,llm_calls,tool_calls,total_nodes,unique_tools,capture_wall_seconds,llm_phase_seconds,tool_phase_seconds,other_unattributed_seconds,timestamped_span_seconds,missing_timestamp_events,prompt_qwen36_total_tokens,max_prompt_qwen36_tokens,input_nemotron_known_tokens,input_nemotron_missing_calls,output_recorded_total_tokens,output_reasoning_known_tokens,output_nonreasoning_known_tokens,output_unknown_tokens
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/2a649bb1-795f-4a01-b3be-9a01868dae73/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/013_2a649bb1-795f-4a01-b3be-9a01868dae73,18,17,35,2,48.649,31.470999717712402,8.270000219345093,8.908000062942506,39.740999937057495,0,542048,45855,552280,0,2095,1020,1075,0
openclaw,87c610df-bef7-4932-b950-1d83ef4e282b,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/87c610df-bef7-4932-b950-1d83ef4e282b/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/014_87c610df-bef7-4932-b950-1d83ef4e282b,7,6,13,2,38.499,26.29200053215027,3.476999282836914,8.73000018501282,29.768999814987183,0,147405,37901,153021,0,1515,1052,463,0
openclaw,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/dd3c7503-f62a-4bd0-9f67-1b63b94194cc/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/016_dd3c7503-f62a-4bd0-9f67-1b63b94194cc,8,7,15,3,50.252,38.88499975204468,2.6490001678466797,8.718000080108645,41.53399991989136,0,122165,18163,128055,0,3164,1628,1536,0
openclaw,5d0080cb-90d7-4712-bc33-848150e917d3,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/5d0080cb-90d7-4712-bc33-848150e917d3/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/017_5d0080cb-90d7-4712-bc33-848150e917d3,5,4,9,2,19.753,8.550000429153442,2.366999626159668,8.83599994468689,10.91700005531311,0,122455,35617,128684,0,527,246,281,0
openclaw,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/a1e91b78-d3d8-4675-bb8d-62741b4b68a6/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/019_a1e91b78-d3d8-4675-bb8d-62741b4b68a6,4,3,7,2,18.875,7.916999816894531,1.8400001525878906,9.118000030517578,9.756999969482422,0,41988,12699,44691,0,559,320,239,0
openclaw,46719c30-f4c3-4cad-be07-d5cb21eee6bb,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/46719c30-f4c3-4cad-be07-d5cb21eee6bb/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/020_46719c30-f4c3-4cad-be07-d5cb21eee6bb,10,9,19,2,44.704,31.90500020980835,3.805999755859375,8.993000034332276,35.710999965667725,0,237616,58169,247651,0,2364,1760,604,0
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,True,existing,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/df6561b2-7ee5-4540-baab-5095f742716a/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/021_df6561b2-7ee5-4540-baab-5095f742716a,25,24,49,2,248.866,232.10499930381775,7.883000612258911,8.878000083923354,239.98799991607666,0,1047689,79101,959331,1,19671,3894,14108,1669
openclaw,00d579ea-0889-4fd9-a771-2c8d79835c8d,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/00d579ea-0889-4fd9-a771-2c8d79835c8d/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/022_00d579ea-0889-4fd9-a771-2c8d79835c8d,4,3,7,2,18.948,7.503999710083008,2.4930002689361572,8.951000020980835,9.996999979019165,0,42266,14467,44957,0,518,273,245,0
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,True,existing,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/f0f46385-fc03-4599-b5d3-f56496c3e69f/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/024_f0f46385-fc03-4599-b5d3-f56496c3e69f,55,54,109,2,249.001,210.9579997062683,29.134000301361084,8.90899999237061,240.0920000076294,0,4472474,111556,4457213,1,16130,11616,3147,1367
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/e4e91f1c-1dcd-439e-9fdd-cb976f5293fd/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/026_e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,12,11,23,2,33.03,19.382000207901,4.751999855041504,8.895999937057496,24.134000062942505,0,156721,26173,164606,0,1319,543,776,0
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/56137764-b4e0-45b8-9c52-1866420c3df5/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/027_56137764-b4e0-45b8-9c52-1866420c3df5,18,17,35,2,73.772,55.21400022506714,9.494999647140503,9.063000127792364,64.70899987220764,0,676122,63019,711806,0,4111,3093,1018,0
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/de9887f5-ead8-4727-876f-5a4078f8598c/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/028_de9887f5-ead8-4727-876f-5a4078f8598c,14,13,27,3,58.772,30.945000171661377,18.819999933242798,9.006999895095824,49.765000104904175,0,385190,47831,395841,0,2003,900,1103,0
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/029_cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,11,10,21,1,157.39,146.29300022125244,2.1509997844696045,8.94599999427794,148.44400000572205,0,124436,15852,130285,0,12464,5608,6856,0
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/8b3379c0-0981-4f5b-8407-6444610cb212/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/openclaw-gaia/fixed-first30-7576424/tasks/030_8b3379c0-0981-4f5b-8407-6444610cb212,25,24,49,2,62.657,41.088000535964966,12.799999475479126,8.768999988555905,53.88800001144409,0,991656,61611,1026251,0,2506,1070,1436,0
openclaw,ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/ec09fa32-d03f-4bf8-84b0-1f16922c3ae4/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/runs/openclaw-gaia/capture-first30-7575243/tasks/010_ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,7,6,13,3,137.75,105.8600001335144,23.149999856948853,8.740000009536743,129.00999999046326,0,68207,11800,72399,0,9043,5803,3240,0
openclaw,7dd30055-0198-452e-8c25-f73dbe27dcb8,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/7dd30055-0198-452e-8c25-f73dbe27dcb8/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/runs/openclaw-gaia/capture-first30-from11-7575344/tasks/012_7dd30055-0198-452e-8c25-f73dbe27dcb8,10,9,19,2,61.156,39.33899998664856,11.42900013923645,10.387999874114989,50.76800012588501,0,255039,28599,270307,0,2403,700,1703,0
openclaw,bec74516-02fc-48dc-b202-55e78d0e17cf,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/bec74516-02fc-48dc-b202-55e78d0e17cf/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/runs/openclaw-gaia/capture-first30-from11-7575344/tasks/018_bec74516-02fc-48dc-b202-55e78d0e17cf,15,14,29,3,60.676,47.81100010871887,2.7009997367858887,10.164000154495241,50.51199984550476,0,576618,60443,584506,0,3512,1496,2016,0
openclaw,4b6bb5f7-f634-410e-815d-e673ab7f8632,True,existing,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/4b6bb5f7-f634-410e-815d-e673ab7f8632/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/runs/openclaw-gaia/capture-first30-from11-7575344/tasks/023_4b6bb5f7-f634-410e-815d-e673ab7f8632,7,6,13,3,24.885,11.618999719619751,3.192000389099121,10.07399989128113,14.811000108718872,0,159401,34942,167517,0,712,289,423,0
openclaw,384d0dd8-e8a4-4cfe-963c-d37f256e7662,True,existing,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/384d0dd8-e8a4-4cfe-963c-d37f256e7662/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/runs/openclaw-gaia/capture-first30-from11-7575344/tasks/025_384d0dd8-e8a4-4cfe-963c-d37f256e7662,106,105,211,2,250.284,191.22100019454956,48.763999700546265,10.299000104904167,239.98499989509583,0,7508146,117599,7493085,1,11961,5815,6026,120
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,expanded_collection,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/624cbf11-6a41-4692-af9c-36b3e5ca3130/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/001_624cbf11-6a41-4692-af9c-36b3e5ca3130,22,21,43,2,250.664,228.74299955368042,11.246000528335571,10.674999917983996,239.989000082016,0,849942,69507,814122,1,4188,2676,1144,368
openclaw,0ff53813-3367-4f43-bcbd-3fd725c1bf4b,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/0ff53813-3367-4f43-bcbd-3fd725c1bf4b/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/002_0ff53813-3367-4f43-bcbd-3fd725c1bf4b,7,6,13,2,45.238,25.4350004196167,9.448999643325806,10.353999937057495,34.884000062942505,0,195800,44244,204889,0,1344,819,525,0
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/983bba7c-c092-455f-b6c9-7857003d48fc/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/003_983bba7c-c092-455f-b6c9-7857003d48fc,30,29,59,2,138.974,119.07299971580505,9.613000392913818,10.287999891281117,128.68600010871887,0,1309822,86136,1335567,0,5164,3001,2163,0
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/b4cc024b-3f5e-480e-b96a-6656493255b5/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/005_b4cc024b-3f5e-480e-b96a-6656493255b5,13,12,25,2,57.417,40.7739999294281,6.132999897003174,10.510000173568727,46.906999826431274,0,342743,44988,357727,0,1849,1173,676,0
openclaw,2d83110e-a098-4ebb-9987-066c06fa42d0,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/2d83110e-a098-4ebb-9987-066c06fa42d0/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/006_2d83110e-a098-4ebb-9987-066c06fa42d0,1,0,1,0,12.548,2.1410000324249268,0,10.406999967575073,2.1410000324249268,0,7194,7194,7794,0,150,101,49,0
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,expanded_collection,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/33d8ea3b-6c6b-4ff1-803d-7e270dea8a57/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/007_33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,67,66,133,3,250.373,226.7730007171631,13.235999345779419,10.363999937057486,240.0090000629425,0,6303431,128056,6262166,1,9312,3314,5868,130
openclaw,5cfb274c-0207-4aa7-9575-6ac0bd95d9b2,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/5cfb274c-0207-4aa7-9575-6ac0bd95d9b2/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/008_5cfb274c-0207-4aa7-9575-6ac0bd95d9b2,5,4,9,1,57.398,44.38200044631958,2.493999719619751,10.521999834060672,46.87600016593933,0,54750,13706,57225,0,2622,812,1810,0
openclaw,9b54f9d9-35ee-4a14-b62f-d130ea00317f,True,expanded_collection,validation,failed,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/9b54f9d9-35ee-4a14-b62f-d130ea00317f/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/009_9b54f9d9-35ee-4a14-b62f-d130ea00317f,8,7,15,2,250.278,238.37599992752075,1.625000238418579,10.27699983406066,240.00100016593933,0,130114,26804,110501,1,21744,14773,4762,2209
openclaw,e8cb5b03-41e0-4086-99e5-f6806cd97211,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/e8cb5b03-41e0-4086-99e5-f6806cd97211/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/010_e8cb5b03-41e0-4086-99e5-f6806cd97211,5,4,9,2,36.247,20.147000312805176,5.644999742507935,10.45499994468689,25.79200005531311,0,78624,25041,82149,0,1106,730,376,0
openclaw,27d5d136-8563-469e-92bf-fd103c28b57c,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/27d5d136-8563-469e-92bf-fd103c28b57c/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/011_27d5d136-8563-469e-92bf-fd103c28b57c,1,0,1,0,23.517,13.20300006866455,0,10.313999931335449,13.20300006866455,0,7284,7284,7896,0,843,477,366,0
openclaw,dc28cf18-6431-458b-83ef-64b3ce566c10,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/dc28cf18-6431-458b-83ef-64b3ce566c10/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/012_dc28cf18-6431-458b-83ef-64b3ce566c10,3,2,5,1,56.31,44.63700032234192,1.376999855041504,10.29599982261658,46.01400017738342,0,23389,8209,25288,0,3039,2247,792,0
openclaw,b816bfce-3d80-4913-a07d-69b752ce6377,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/b816bfce-3d80-4913-a07d-69b752ce6377/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/013_b816bfce-3d80-4913-a07d-69b752ce6377,4,3,7,2,24.402,10.532000064849854,3.4749999046325684,10.39500003051758,14.006999969482422,0,48668,15917,51350,0,790,543,247,0
openclaw,f46b4380-207e-4434-820b-f32ce04ae2a4,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/f46b4380-207e-4434-820b-f32ce04ae2a4/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/014_f46b4380-207e-4434-820b-f32ce04ae2a4,5,6,11,2,35.222,23.504000186920166,1.873999834060669,9.843999979019166,25.378000020980835,0,80950,26078,84607,0,1609,1156,453,0
openclaw,72e110e7-464c-453c-a309-90a95aed6538,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/72e110e7-464c-453c-a309-90a95aed6538/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/015_72e110e7-464c-453c-a309-90a95aed6538,6,5,11,2,35.707,24.07699966430664,2.562000274658203,9.068000061035157,26.638999938964844,0,84708,22285,89408,0,755,376,379,0
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,expanded_collection,validation,success,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/datasets/scale-20260908-collected/openclaw/traces/05407167-39ec-4d3a-a234-73a9120c325d/trace.json,/lus/eagle/projects/lc-mpi/ZhijingYe/SIGMETRICS_2027/trace_framework/runs/collection/expand128-7594555-20260907/openclaw/raw/direct-batch-brave-restored/tasks/016_05407167-39ec-4d3a-a234-73a9120c325d,12,11,23,2,61.048,46.277000188827515,5.81499981880188,8.955999992370607,52.092000007629395,0,251527,31936,261362,0,1481,863,618,0
