workload,trace_id,node_id,replay_32k_eligible,tool_name,recorded_error
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-013,False,web_fetch,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-014,False,web_search,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-015,False,web_search,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-016,False,web_fetch,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-017,False,web_search,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-018,False,web_search,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-019,False,web_search,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-020,False,web_fetch,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-021,False,web_search,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-022,False,web_fetch,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-023,False,web_search,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-024,False,web_search,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-025,False,web_search,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-026,False,web_fetch,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-027,False,web_fetch,False
openclaw,676e5e31-a554-4acc-9286-b60d90a92d26,tool-028,False,web_search,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-001,False,web_search,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-002,False,web_fetch,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-003,False,web_search,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-004,False,web_fetch,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-005,False,web_fetch,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-006,False,web_search,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-007,False,web_search,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-008,False,web_search,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-009,False,web_fetch,True
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-010,False,web_fetch,True
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-011,False,web_search,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-012,False,web_search,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-013,False,web_fetch,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-014,False,web_search,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-015,False,web_search,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-016,False,web_search,False
openclaw,2a649bb1-795f-4a01-b3be-9a01868dae73,tool-017,False,web_search,False
openclaw,87c610df-bef7-4932-b950-1d83ef4e282b,tool-001,False,web_search,False
openclaw,87c610df-bef7-4932-b950-1d83ef4e282b,tool-002,False,web_fetch,False
openclaw,87c610df-bef7-4932-b950-1d83ef4e282b,tool-003,False,web_search,False
openclaw,87c610df-bef7-4932-b950-1d83ef4e282b,tool-004,False,web_fetch,False
openclaw,87c610df-bef7-4932-b950-1d83ef4e282b,tool-005,False,web_search,False
openclaw,87c610df-bef7-4932-b950-1d83ef4e282b,tool-006,False,web_fetch,False
openclaw,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,tool-001,True,web_search,False
openclaw,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,tool-002,True,web_fetch,False
openclaw,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,tool-003,True,exec,False
openclaw,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,tool-004,True,exec,False
openclaw,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,tool-005,True,exec,False
openclaw,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,tool-006,True,exec,False
openclaw,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,tool-007,True,exec,False
openclaw,5d0080cb-90d7-4712-bc33-848150e917d3,tool-001,False,web_search,False
openclaw,5d0080cb-90d7-4712-bc33-848150e917d3,tool-002,False,web_fetch,False
openclaw,5d0080cb-90d7-4712-bc33-848150e917d3,tool-003,False,web_fetch,False
openclaw,5d0080cb-90d7-4712-bc33-848150e917d3,tool-004,False,web_search,False
openclaw,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,tool-001,True,web_search,False
openclaw,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,tool-002,True,web_fetch,False
openclaw,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,tool-003,True,web_fetch,False
openclaw,46719c30-f4c3-4cad-be07-d5cb21eee6bb,tool-001,False,web_search,False
openclaw,46719c30-f4c3-4cad-be07-d5cb21eee6bb,tool-002,False,web_search,False
openclaw,46719c30-f4c3-4cad-be07-d5cb21eee6bb,tool-003,False,web_fetch,False
openclaw,46719c30-f4c3-4cad-be07-d5cb21eee6bb,tool-004,False,web_search,False
openclaw,46719c30-f4c3-4cad-be07-d5cb21eee6bb,tool-005,False,web_search,False
openclaw,46719c30-f4c3-4cad-be07-d5cb21eee6bb,tool-006,False,web_fetch,False
openclaw,46719c30-f4c3-4cad-be07-d5cb21eee6bb,tool-007,False,web_search,False
openclaw,46719c30-f4c3-4cad-be07-d5cb21eee6bb,tool-008,False,web_fetch,False
openclaw,46719c30-f4c3-4cad-be07-d5cb21eee6bb,tool-009,False,web_fetch,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-001,False,read,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-002,False,exec,True
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-003,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-004,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-005,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-006,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-007,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-008,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-009,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-010,False,exec,True
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-011,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-012,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-013,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-014,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-015,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-016,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-017,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-018,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-019,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-020,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-021,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-022,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-023,False,exec,False
openclaw,df6561b2-7ee5-4540-baab-5095f742716a,tool-024,False,exec,False
openclaw,00d579ea-0889-4fd9-a771-2c8d79835c8d,tool-001,True,web_search,False
openclaw,00d579ea-0889-4fd9-a771-2c8d79835c8d,tool-002,True,web_search,False
openclaw,00d579ea-0889-4fd9-a771-2c8d79835c8d,tool-003,True,web_fetch,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-001,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-002,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-003,False,web_fetch,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-004,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-005,False,web_fetch,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-006,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-007,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-008,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-009,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-010,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-011,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-012,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-013,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-014,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-015,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-016,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-017,False,web_fetch,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-018,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-019,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-020,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-021,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-022,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-023,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-024,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-025,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-026,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-027,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-028,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-029,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-030,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-031,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-032,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-033,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-034,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-035,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-036,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-037,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-038,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-039,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-040,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-041,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-042,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-043,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-044,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-045,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-046,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-047,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-048,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-049,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-050,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-051,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-052,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-053,False,web_search,False
openclaw,f0f46385-fc03-4599-b5d3-f56496c3e69f,tool-054,False,web_search,False
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,tool-001,True,web_search,False
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,tool-002,True,web_search,False
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,tool-003,True,web_search,False
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,tool-004,True,web_fetch,False
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,tool-005,True,web_fetch,True
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,tool-006,True,web_fetch,True
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,tool-007,True,web_search,False
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,tool-008,True,web_search,False
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,tool-009,True,web_search,False
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,tool-010,True,web_fetch,False
openclaw,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,tool-011,True,web_fetch,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-001,False,web_search,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-002,False,web_fetch,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-003,False,web_search,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-004,False,web_fetch,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-005,False,web_search,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-006,False,web_fetch,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-007,False,web_search,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-008,False,web_fetch,True
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-009,False,web_fetch,True
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-010,False,web_search,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-011,False,web_search,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-012,False,web_fetch,True
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-013,False,web_search,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-014,False,web_fetch,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-015,False,web_search,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-016,False,web_search,False
openclaw,56137764-b4e0-45b8-9c52-1866420c3df5,tool-017,False,web_fetch,False
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-001,False,web_search,False
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-002,False,web_fetch,False
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-003,False,web_fetch,False
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-004,False,exec,False
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-005,False,exec,True
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-006,False,exec,True
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-007,False,exec,False
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-008,False,web_search,False
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-009,False,web_fetch,False
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-010,False,exec,False
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-011,False,web_search,False
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-012,False,web_fetch,True
openclaw,de9887f5-ead8-4727-876f-5a4078f8598c,tool-013,False,exec,False
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,tool-001,True,exec,False
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,tool-002,True,exec,False
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,tool-003,True,exec,False
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,tool-004,True,exec,False
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,tool-005,True,exec,False
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,tool-006,True,exec,False
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,tool-007,True,exec,False
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,tool-008,True,exec,False
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,tool-009,True,exec,False
openclaw,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,tool-010,True,exec,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-001,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-002,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-003,False,web_fetch,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-004,False,web_fetch,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-005,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-006,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-007,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-008,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-009,False,web_fetch,True
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-010,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-011,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-012,False,web_fetch,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-013,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-014,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-015,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-016,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-017,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-018,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-019,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-020,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-021,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-022,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-023,False,web_search,False
openclaw,8b3379c0-0981-4f5b-8407-6444610cb212,tool-024,False,web_search,False
minisweagent,sqlfluff__sqlfluff-2419,tool-001,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-002,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-003,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-004,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-005,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-006,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-007,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-008,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-009,True,bash,True
minisweagent,sqlfluff__sqlfluff-2419,tool-010,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-011,True,bash,True
minisweagent,sqlfluff__sqlfluff-2419,tool-012,True,bash,True
minisweagent,sqlfluff__sqlfluff-2419,tool-013,True,bash,True
minisweagent,sqlfluff__sqlfluff-2419,tool-014,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-015,True,bash,True
minisweagent,sqlfluff__sqlfluff-2419,tool-016,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-017,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-018,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-019,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-020,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-021,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-022,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-023,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-024,True,bash,True
minisweagent,sqlfluff__sqlfluff-2419,tool-025,True,bash,True
minisweagent,sqlfluff__sqlfluff-2419,tool-026,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-027,True,bash,False
minisweagent,sqlfluff__sqlfluff-2419,tool-028,True,bash,False
