cc,task_id,trace_id,cycle,admission_phase,in_admission_cohort,completed_in_window,finished_after_window,lifecycle_s,setup_s,replay_s,cleanup_s,llm_only_s,tool_only_s,overlap_s,replay_gaps_s,llm_calls,output_tokens
2,00007,7b5377b0-3f38-4103-8ad2-90fe89864c04,1,measurement,True,True,False,27.751431340002455,10.60575,12.223854,4.921827340002455,10.891440868377686,1.331845998764038,0.0,0.0005671977996826172,3,1565
2,00008,9d191bce-651d-4746-be2d-7ef8ecadb9c2,1,measurement,True,True,False,20.586087638977915,10.521311,5.184449,4.880327638977914,3.4522438049316406,1.7313761711120605,0.0,0.0008289813995361328,4,445
2,00009,b7f857e4-d8aa-4387-af2a-0e844df5b9d8,1,measurement,True,True,False,69.8924242259236,10.371139,54.576709,4.944576225923605,34.713539123535156,19.860507249832153,0.0,0.00266265869140625,15,4525
2,00010,384d0dd8-e8a4-4cfe-963c-d37f256e7662,1,measurement,True,True,False,186.18323559395503,10.50322,170.700995,4.979020593955028,119.49780821800232,51.18566155433655,0.0,0.017525196075439453,106,11961
2,00011,e8cb5b03-41e0-4086-99e5-f6806cd97211,1,measurement,True,True,False,33.65667823702097,10.321288,18.52001,4.815380237020971,10.558329820632935,7.960917949676514,0.0,0.0007622241973876953,5,1106
2,00012,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,1,measurement,True,True,False,22.25656609190628,10.271788,7.093062,4.891716091906279,5.314832925796509,1.7775177955627441,0.0,0.0007112026214599609,4,559
2,00013,42576abe-0deb-4869-8c63-225c2d75a95a,1,measurement,True,True,False,24.02162428002339,10.378712,8.733829,4.909083280023388,8.516534090042114,0.21678996086120605,0.0,0.0005049705505371094,3,1092
2,00014,48eb8242-1099-4c26-95d4-ef22b002457a,1,measurement,True,True,False,78.80648195603862,10.459494,63.246834,5.100153956038618,53.610265493392944,9.633567333221436,0.0,0.0030012130737304688,19,6258
2,00015,8b3379c0-0981-4f5b-8407-6444610cb212,1,measurement,True,True,False,54.393087162985466,10.369564,39.006421,5.017102162985466,26.372246980667114,12.629207134246826,0.0,0.0049669742584228516,25,2506
2,00016,7dd30055-0198-452e-8c25-f73dbe27dcb8,1,measurement,True,True,False,39.04970137903001,10.366576,23.525198,5.15792737903001,18.71073007583618,4.8124840259552,0.0,0.0019838809967041016,10,2403
2,00017,87c610df-bef7-4932-b950-1d83ef4e282b,1,measurement,True,True,False,30.343071994022466,10.478219,15.064407,4.800445994022468,11.984691858291626,3.0787360668182373,0.0,0.0009791851043701172,7,1515
2,00018,c8b7e059-c60d-472e-ad64-3b04ae1166dc,1,measurement,True,True,False,69.84241676097736,10.127285,54.78161,4.9335217609773565,35.47534203529358,19.300264596939087,0.0,0.006003379821777344,40,3223
2,00019,7619a514-5fa8-43ef-9143-83b66a43d7a4,1,measurement,True,True,False,40.28927357704379,10.244764,25.23507,4.809439577043786,18.60802698135376,6.624604225158691,0.0,0.002438783645629883,12,1681
2,00020,708b99c5-e4a7-49cb-a5cf-933c8d46470d,1,measurement,True,True,False,32.93542134889867,10.355576,17.70207,4.877775348898673,12.543952226638794,5.156214237213135,0.0,0.001903533935546875,12,1493
2,00021,67e8878b-5cef-4375-804e-e6291fdbe78a,1,measurement,True,True,False,41.179023394943215,10.312983,26.051989,4.814051394943217,25.612727880477905,0.4380769729614258,0.0,0.001184225082397461,7,3766
2,00022,65da0822-a48a-4a68-bbad-8ed1b835a834,1,measurement,True,True,False,38.63807087705936,10.297513,23.405672,4.9348858770593615,16.935457944869995,6.468667984008789,0.0,0.0015461444854736328,10,2249
2,00023,cabe07ed-9eca-40ea-8ead-410ef5e83f91,1,measurement,True,True,False,29.401787627022713,10.287289,14.157573,4.956925627022713,9.385844945907593,4.7703070640563965,0.0,0.0014209747314453125,9,1161
2,00024,c61d22de-5f6c-4958-a7f6-5e9707bd3466,1,measurement,True,True,False,28.4333933229791,10.47307,13.082896,4.8774273229791,11.403687715530396,1.6779797077178955,0.0,0.0012285709381103516,6,1358
2,00025,b9763138-c053-4832-9f55-86200cb1f99c,1,measurement,True,True,False,24.644456124980934,10.228085,9.57001,4.846361124980934,8.478723049163818,1.0908801555633545,0.0,0.0004067420959472656,3,1246
2,00026,bfcd99e1-0690-4b53-a85c-0174a8629083,1,measurement,True,True,False,38.49556638696231,10.448998,23.164249,4.882319386962308,21.512287855148315,1.650935173034668,0.0,0.0010259151458740234,7,3270
2,00027,32102e3e-d12a-4209-9163-7b3a104efe5d,1,measurement,True,True,False,22.618497365969233,10.41071,7.36978,4.838007365969233,6.439195871353149,0.9301471710205078,0.0,0.00043702125549316406,3,814
2,00028,0a65cb96-cb6e-4a6a-8aae-c1084f613456,1,measurement,True,True,False,39.31786090997048,10.569781,23.7383,5.009779909970479,19.017103672027588,4.7193121910095215,0.0,0.0018842220306396484,11,2259
2,00029,305ac316-eef6-4446-960a-92d80d542f82,1,measurement,True,True,False,25.380494358949363,10.520428,9.887377,4.972689358949362,6.710230112075806,3.1760811805725098,0.0,0.0010657310485839844,6,635
2,00030,50f58759-7bd6-406f-9b0d-5692beb2a926,1,measurement,True,True,False,56.39382324798498,10.687039,40.760333,4.946451247984982,32.361443758010864,8.39455270767212,0.0,0.00433659553527832,27,3281
2,00031,9b54f9d9-35ee-4a14-b62f-d130ea00317f,1,measurement,True,True,False,178.7521862499416,10.490123,163.363726,4.898337249941562,162.60140085220337,0.7609550952911377,0.0,0.0013699531555175781,8,21744
2,00032,4b6bb5f7-f634-410e-815d-e673ab7f8632,1,measurement,True,True,False,25.141675385995768,10.318087,9.905545,4.918043385995768,7.689950942993164,2.2142632007598877,0.0,0.0013308525085449219,7,712
2,00033,0ff53813-3367-4f43-bcbd-3fd725c1bf4b,1,measurement,True,True,False,35.77594759594649,10.291458,20.613904,4.8705855959464905,13.10735011100769,7.505282878875732,0.0,0.0012710094451904297,7,1344
2,00034,983bba7c-c092-455f-b6c9-7857003d48fc,1,measurement,True,True,False,73.50079972797539,10.348477,58.150042,5.002280727975389,48.65036344528198,9.49344778060913,0.0,0.006230831146240234,30,5164
2,00035,bec74516-02fc-48dc-b202-55e78d0e17cf,1,measurement,True,True,False,48.58348605001811,10.696571,33.066668,4.820247050018111,31.146175861358643,1.9179039001464844,0.0,0.0025882720947265625,15,3512
2,00036,ebbc1f13-d24d-40df-9068-adcf735b4240,1,measurement,True,True,False,91.56520301604178,10.443699,76.104976,5.016528016041789,58.45967650413513,17.63832664489746,0.0,0.006972789764404297,40,6724
2,00037,b415aba4-4b68-4fc6-9b89-2c812e55a3e1,1,measurement,True,True,False,42.5338959840592,10.325227,27.409284,4.799384984059202,20.005760192871094,7.402181148529053,0.0,0.0013427734375,7,2240
2,00038,08f3a05f-5947-4089-a4c4-d4bcfaa6b7a0,1,measurement,True,True,False,24.856252131983638,10.555119,9.435774,4.865359131983638,8.993091821670532,0.4419088363647461,0.0,0.0007734298706054688,4,1331
2,00039,56137764-b4e0-45b8-9c52-1866420c3df5,1,measurement,True,True,False,60.115399870905094,10.622513,44.55643,4.936456870905097,34.79744243621826,9.75614619255066,0.0,0.002841472625732422,18,4111
2,00040,f46b4380-207e-4434-820b-f32ce04ae2a4,1,measurement,True,True,False,31.47603079502005,10.630185,16.019097,4.826748795020052,13.97032117843628,2.0478603839874268,0.0,0.00091552734375,5,1609
2,00041,851e570a-e3de-4d84-bcfa-cc85578baa59,1,measurement,True,True,False,31.046272380044684,10.409876,15.79942,4.836976380044684,14.228924989700317,1.5695369243621826,0.0,0.0009582042694091797,5,1979
2,00042,f3917a3d-1d17-4ee2-90c5-683b072218fe,1,measurement,True,True,False,66.55875116388779,10.396972,51.256623,4.905156163887796,45.631372928619385,5.621753215789795,0.0,0.003496885299682617,18,5777
2,00043,56db2318-640f-477a-a82f-bc93ad13e882,1,measurement,True,True,False,32.70877516595647,10.654391,17.15997,4.894414165956466,16.773704051971436,0.3858189582824707,0.0,0.0004470348358154297,3,1985
2,00044,8131e2c0-0083-4265-9ce7-78c2d568425d,1,measurement,True,True,False,116.31109948898666,10.564759,100.687733,5.058607488986667,67.24364399909973,33.432907819747925,0.0,0.011181116104125977,64,7263
2,00045,de9887f5-ead8-4727-876f-5a4078f8598c,1,measurement,True,True,False,55.897365918033756,10.511632,40.480669,4.905064918033759,19.66138982772827,20.81689715385437,0.0,0.002382040023803711,14,2003
2,00046,d0633230-7067-47a9-9dbf-ee11e0a2cdd6,1,measurement,True,True,False,97.09318561304826,10.786224,81.144227,5.162734613048258,68.93157267570496,12.209350347518921,0.0,0.003304004669189453,19,8298
2,00047,935e2cff-ae78-4218-b3f5-115589b19dae,1,measurement,True,True,False,45.75240345101338,10.644013,30.147383,4.961007451013376,19.93579936027527,10.20887303352356,0.0,0.002710580825805664,13,1848
2,00048,50ad0280-0819-4bd9-b275-5de32d3b5bcb,1,measurement,True,True,False,36.73758784495294,11.079481,20.779546,4.87856084495294,20.624488830566406,0.15475201606750488,0.0,0.00030517578125,2,2620
2,00049,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,1,measurement,True,True,False,116.73738079611212,11.049231,100.619577,5.068572796112107,93.48701071739197,7.122043132781982,0.0,0.010523080825805664,67,9312
2,00050,544b7f0c-173a-4377-8d56-57b36eb26ddf,1,measurement,True,True,False,42.48719614499714,14.394833,22.284843,5.807520144997145,16.14700412750244,6.13571310043335,0.0,0.0021257400512695312,11,1507
2,00051,54612da3-fd56-4941-80f4-5eb82330de25,1,measurement,True,True,False,23.027600508066826,10.538891,7.543701,4.945008508066826,7.071254014968872,0.47200608253479004,0.0,0.00044083595275878906,3,741
2,00052,2a649bb1-795f-4a01-b3be-9a01868dae73,1,measurement,True,True,False,43.94835815008264,10.318396,28.780807,4.849155150082641,20.65851378440857,8.119080305099487,0.0,0.0032129287719726562,18,2095
2,00053,a7feb290-76bb-4cb7-8800-7edaf7954f2f,1,measurement,True,True,False,108.00637985393405,10.578313,92.402699,5.025367853934057,89.07376670837402,3.3202240467071533,0.0,0.00870823860168457,54,9553
2,00054,08cae58d-4084-4616-b6dd-dd6534e4825b,1,measurement,True,True,False,114.96977803797927,10.473305,99.703461,4.793012037979267,88.62443614006042,11.073697805404663,0.0,0.005326986312866211,25,10313
2,00055,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,1,measurement,True,True,False,29.75117429695092,10.473903,14.504691,4.772580296950922,11.353278398513794,3.1496710777282715,0.0,0.0017414093017578125,9,1169
2,00056,0a3cd321-3e76-4622-911b-0fda2e5d6b1a,1,measurement,True,True,False,36.04529198794626,10.835255,20.229447,4.9805899879462565,18.548824071884155,1.6795248985290527,0.0,0.0010979175567626953,8,2141
2,00057,4d51c4bf-4b0e-4f3d-897b-3f6687a7d9f2,1,measurement,True,True,False,28.879345462075435,10.57821,13.572856,4.728279462075436,12.906487941741943,0.6659080982208252,0.0,0.00045990943908691406,3,1388
2,00058,d1af70ea-a9a4-421a-b9cc-94b5e02f1788,1,measurement,True,True,False,96.89657618303318,10.674375,81.376502,4.845699183033176,67.19418334960938,14.177226066589355,0.0,0.005092620849609375,25,7084
2,00059,65638e28-7f37-4fa7-b7b9-8c19bb609879,1,measurement,True,True,False,81.18306142499205,10.706799,65.531429,4.944833424992041,49.167818784713745,16.35743737220764,0.0,0.006172895431518555,34,4192
2,00060,04a04a9b-226c-43fd-b319-d5e89743676f,1,measurement,True,True,False,51.13276106689591,10.707603,35.658347,4.766811066895912,30.192259073257446,5.464425802230835,0.0,0.0016620159149169922,9,4408
2,00061,6f37996b-2ac7-44b0-8e68-6d28256631b4,1,measurement,True,True,False,27.8457790549146,10.727187,12.268595,4.849997054914601,11.881217002868652,0.3869321346282959,0.0,0.0004458427429199219,3,1587
2,00062,20194330-9976-4043-8632-f8485c6c71b2,1,measurement,True,True,False,43.886742274975404,10.486819,28.55847,4.841453274975407,19.428208827972412,9.126012563705444,0.0,0.004248619079589844,21,2404
2,00063,5188369a-3bbe-43d8-8b94-11558f909a08,1,measurement,True,True,False,27.80678391607944,10.460949,12.384944,4.960890916079439,10.261512517929077,2.1214797496795654,0.0,0.0019516944885253906,11,1090
2,00064,5d0080cb-90d7-4712-bc33-848150e917d3,1,measurement,True,True,False,24.257325818995014,10.80124,8.661811,4.794274818995014,6.19690203666687,2.4639699459075928,0.0,0.0009391307830810547,5,527
2,00065,624cbf11-6a41-4692-af9c-36b3e5ca3130,1,measurement,True,True,False,62.907018339959905,10.516199,47.474064,4.916755339959906,36.19859480857849,11.27170181274414,0.0,0.0037674903869628906,22,4188
2,00066,11af4e1a-5f45-467d-9aeb-46f4bb0bf034,1,measurement,True,True,False,31.397728115902282,10.717112,15.821862,4.858754115902283,11.689362049102783,4.131065130233765,0.0,0.0014348030090332031,8,1192
2,00067,676e5e31-a554-4acc-9286-b60d90a92d26,1,measurement,True,False,True,164.53730911307503,11.063909,148.43132,5.042080113075031,135.87932538986206,12.546753168106079,0.0,0.00524139404296875,29,13829
2,00068,dc28cf18-6431-458b-83ef-64b3ce566c10,1,measurement,True,True,False,40.74466207798105,10.350136,25.512886,4.8816400779810465,25.234452962875366,0.2780461311340332,0.0,0.00038695335388183594,3,3039
2,00069,e961a717-6b25-4175-8a68-874d28190ee4,1,measurement,True,True,False,46.15267116995528,11.583919,32.081929,2.4868231699552794,29.6317458152771,2.449176073074341,0.0,0.001007080078125,6,2425
2,00070,ad37a656-079a-49f9-a493-7b739c9167d1,1,measurement,True,True,False,30.13959475804586,10.466028,14.733082,4.940484758045859,11.377991676330566,3.35359263420105,0.0,0.0014977455139160156,8,897
2,00071,d700d50d-c707-4dca-90dc-4528cddd0c80,1,measurement,True,True,False,27.565399666083977,10.688545,11.995975,4.880879666083979,10.095703840255737,1.8993442058563232,0.0,0.000926971435546875,5,801
2,00072,2d83110e-a098-4ebb-9987-066c06fa42d0,1,measurement,True,True,False,2.461440457031131,0.287133,1.787194,0.387113457031131,1.787065029144287,0.0,0.0,0.0001289844512939453,1,150
2,00073,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,1,measurement,True,False,True,90.51823055499699,10.445068,75.223431,4.849731554996993,74.11959981918335,1.1015520095825195,0.0,0.0022792816162109375,11,12464
4,00001,872bfbb1-9ccf-49f6-8c5f-aa22818ccd66,1,warmup,False,False,False,55.17832401697524,11.145154,39.040232,4.992938016975238,31.89976978302002,7.138362884521484,0.0,0.002099275588989258,12,2510
4,00002,0bb3b44a-ede5-4db5-a520-4e844b0079c5,1,warmup,False,True,False,121.96259094390552,11.07385,106.030805,4.857935943905531,101.66015315055847,4.368609428405762,0.0,0.002042531967163086,10,10273
4,00003,023e9d44-96ae-4eed-b912-244ee8c3b994,1,warmup,False,True,False,157.51731072505936,11.212768,141.406699,4.897843725059346,134.2725019454956,7.131507873535156,0.0,0.0026891231536865234,15,13505
4,00004,6b078778-0b90-464d-83f6-59511c811b01,1,warmup,False,False,False,26.637230808963068,11.012069,10.662948,4.962213808963067,8.828387022018433,1.8337559700012207,0.0,0.000804901123046875,4,591
4,00005,ecbc4f94-95a3-4cc7-b255-6741a458a625,1,warmup,False,False,False,38.15369189798366,10.473129,22.598561,5.0820018979836625,19.865436792373657,2.7317092418670654,0.0,0.0014150142669677734,8,1729
4,00006,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,1,warmup,False,False,False,29.620042402064428,10.409299,14.269017,4.941726402064427,11.19069218635559,3.077282667160034,0.0,0.0010421276092529297,6,1023
4,00007,7b5377b0-3f38-4103-8ad2-90fe89864c04,1,warmup,False,False,False,31.62538892996963,10.485402,16.211835,4.92815192996963,14.932070016860962,1.279250144958496,0.0,0.0005147457122802734,3,1565
4,00008,9d191bce-651d-4746-be2d-7ef8ecadb9c2,1,warmup,False,False,False,22.355469100992195,10.605899,6.859735,4.889835100992195,4.93958592414856,1.9194481372833252,0.0,0.0007009506225585938,4,445
4,00009,b7f857e4-d8aa-4387-af2a-0e844df5b9d8,1,warmup,False,True,False,67.56088573089801,10.593995,52.060971,4.905919730898006,45.06953573226929,6.9893364906311035,0.0,0.0020987987518310547,15,4525
4,00010,384d0dd8-e8a4-4cfe-963c-d37f256e7662,1,warmup,False,True,False,223.05793207907118,10.466206,207.585703,5.006023079071184,156.60807394981384,50.95919466018677,0.0,0.01843428611755371,106,11961
4,00011,e8cb5b03-41e0-4086-99e5-f6806cd97211,1,measurement,True,True,False,37.472123924060725,10.339555,22.362509,4.770059924060725,13.32700800895691,9.034210205078125,0.0,0.0012907981872558594,5,1106
4,00012,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,1,measurement,True,True,False,23.74489719804842,10.868494,8.17327,4.70313319804842,6.295513153076172,1.8769710063934326,0.0,0.00078582763671875,4,559
4,00013,42576abe-0deb-4869-8c63-225c2d75a95a,1,measurement,True,True,False,26.41531864798162,10.818476,10.973213,4.6236296479816215,10.798778057098389,0.17410516738891602,0.0,0.00032973289489746094,3,1092
4,00014,48eb8242-1099-4c26-95d4-ef22b002457a,1,measurement,True,True,False,93.97381284600124,10.72244,78.495128,4.756244846001238,69.02514910697937,9.467118740081787,0.0,0.0028600692749023438,19,6258
4,00015,8b3379c0-0981-4f5b-8407-6444610cb212,1,measurement,True,True,False,63.258506485959515,10.397258,47.861011,5.0002374859595164,35.238160133361816,12.618223667144775,0.0,0.004627227783203125,25,2506
4,00016,7dd30055-0198-452e-8c25-f73dbe27dcb8,1,measurement,True,True,False,49.675423762062564,10.518739,34.70334,4.453344762062571,30.011892795562744,4.689767122268677,0.0,0.001680135726928711,10,2403
