workload,replica,seconds,running,waiting,kv,preemptions,compute_counter,cache_counter,output_counter,cpu,cpu_max,runnable,gpu_busy,gpu_power
openclaw,r00,68.26260375976562,12.0,0.0,0.09542631281761715,0.0,355321.0,335280.0,7471.0,9.025720966484801,100.0,7,99.25,307.11
openclaw,r00,69.2645800113678,14.0,0.0,0.11914172783737997,0.0,374310.0,338976.0,7530.0,8.865303574215702,100.0,6,100.0,320.655
openclaw,r00,70.2671959400177,15.0,0.0,0.1357989836250706,0.0,414464.0,346368.0,7597.0,8.889582033686837,100.0,7,100.0,308.435
openclaw,r00,71.27055954933167,17.0,0.0,0.15132693393562957,0.0,449927.0,357456.0,8041.0,9.052664381427237,100.0,6,100.0,310.3875
openclaw,r00,72.27337408065796,17.0,0.0,0.1453980801806889,0.0,462815.0,374880.0,8360.0,8.961970074812967,100.0,6,100.0,317.13
openclaw,r00,73.27654004096985,17.0,0.0,0.15443252399774143,0.0,462815.0,374880.0,8422.0,9.12067352666043,100.0,6,100.0,339.4875
openclaw,r00,74.2797966003418,18.0,0.0,0.1767363071710898,0.0,508906.0,378576.0,8486.0,8.991740688795387,100.0,8,100.0,332.615
openclaw,r00,75.2817554473877,17.0,0.0,0.16939582156973465,0.0,563803.0,421872.0,8720.0,9.01434809731753,100.0,7,93.0,315.5625
openclaw,r00,76.28482246398926,16.0,0.0,0.16741953698475442,0.0,594465.0,457776.0,9015.0,8.854247856586126,100.0,7,97.0,211.8325
openclaw,r00,77.28762650489807,16.0,0.0,0.16487859966120832,0.0,597321.0,473616.0,9618.0,9.161854221944749,100.0,6,100.0,340.42
openclaw,r00,78.29068279266357,9.0,0.0,0.10502540937323546,0.0,608781.0,517968.0,10365.0,9.323355160586217,100.0,8,97.25,212.4525
openclaw,r00,79.29296970367432,11.0,0.0,0.11208356860530777,0.0,614119.0,530640.0,10890.0,9.278029003586465,100.0,7,92.5,217.39499999999998
openclaw,r00,80.29613184928894,9.0,0.0,0.09486166007905139,0.0,614516.0,550704.0,11564.0,9.595015576323988,100.0,7,100.0,217.4125
openclaw,r00,81.29932975769043,9.0,0.0,0.10079051383399207,0.0,614516.0,550704.0,11662.0,9.392523364485982,100.0,7,100.0,330.3575
openclaw,r00,82.30018973350525,10.0,0.0,0.11293054771315636,0.0,659322.0,614592.0,11887.0,9.089489301889738,100.0,7,83.75,273.6075
openclaw,r00,83.30301475524902,10.0,0.0,0.1236589497459063,0.0,685191.0,618288.0,11932.0,8.917991892734642,100.0,9,99.75,327.8275
openclaw,r00,84.30580472946167,12.0,0.0,0.1490683229813664,0.0,703908.0,625680.0,11980.0,9.025720966484801,100.0,7,100.0,322.4325
openclaw,r00,85.30905723571777,14.0,0.0,0.1741953698475438,0.0,744854.0,692736.0,12372.0,9.147576749259779,100.0,7,98.75,222.125
openclaw,r00,86.31225657463074,13.0,0.0,0.1236589497459063,0.0,748327.0,700128.0,13178.0,9.518616606948124,100.0,8,98.5,227.87
openclaw,r00,87.31510519981384,15.0,0.0,0.1516092603049125,0.0,776613.0,711744.0,13240.0,8.969168483338525,100.0,6,96.75,269.6425
openclaw,r00,88.3184187412262,11.0,0.0,0.11914172783737997,0.0,792288.0,742368.0,13789.0,9.372567336135763,100.0,7,97.75,226.435
openclaw,r00,89.32074856758118,10.0,0.0,0.11716544325239975,0.0,794402.0,772464.0,14485.0,9.486659385239507,100.0,7,100.0,226.56
openclaw,r00,90.32330679893494,7.0,0.0,0.080180688876341,0.0,800512.0,776160.0,15073.0,9.388646288209607,100.0,7,97.75,206.23000000000002
openclaw,r00,91.32611918449402,8.0,0.0,0.09514398644833433,0.0,810075.0,816288.0,15437.0,9.290724863600936,100.0,6,96.5,223.33499999999998
openclaw,r00,92.32936191558838,8.0,0.0,0.09457933370976845,0.0,813631.0,859584.0,16060.0,9.338946055503586,100.0,7,100.0,210.3025
openclaw,r00,93.33174085617065,10.0,1.0,0.13269339356295873,0.0,813631.0,859584.0,16156.0,9.167446211412535,100.0,7,100.0,323.72749999999996
openclaw,r00,94.33487057685852,13.0,0.0,0.15471485036702426,0.0,858814.0,915024.0,16217.0,9.11356909175884,100.0,6,100.0,327.41
openclaw,r00,95.33740663528442,11.0,0.0,0.15047995482778087,0.0,876790.0,970992.0,16974.0,9.451029320024952,100.0,7,99.0,209.43
openclaw,r00,96.33894991874695,10.0,0.0,0.14003387916431398,0.0,881945.0,1010064.0,17419.0,9.415990006246096,100.0,7,98.75,280.1725
openclaw,r00,97.34143567085266,9.0,0.0,0.10700169395821568,0.0,896996.0,1051776.0,17831.0,9.229809791082008,100.0,8,95.25,226.85750000000002
openclaw,r00,98.34408521652222,7.0,0.0,0.09119141727837377,0.0,900214.0,1098768.0,18400.0,9.615084930652953,100.0,7,98.5,222.1125
openclaw,r00,99.34696054458618,9.0,0.0,0.12027103331451161,0.0,901459.0,1148400.0,18658.0,9.290724863600936,100.0,7,100.0,347.995
openclaw,r00,100.348317861557,10.0,0.0,0.12845849802371545,0.0,932193.0,1199088.0,18879.0,9.007180768029972,100.0,8,97.5,221.35750000000002
openclaw,r00,101.34978222846985,10.0,0.0,0.15358554488989273,0.0,934002.0,1247664.0,19336.0,9.719188767550701,100.0,6,96.0,238.825
openclaw,r00,102.3525984287262,11.0,0.0,0.18407679277244493,0.0,938337.0,1324224.0,19726.0,9.33852140077821,100.0,7,100.0,338.2975
openclaw,r00,103.35565876960754,9.0,0.0,0.1307171089779785,0.0,950118.0,1382304.0,20184.0,9.229809791082008,100.0,8,99.5,227.6525
openclaw,r00,104.35828804969788,10.0,0.0,0.15556182947487296,0.0,963854.0,1434048.0,20487.0,9.095163806552263,100.0,8,93.75,231.2275
openclaw,r00,105.36104726791382,8.0,0.0,0.13608130999435353,0.0,965043.0,1487376.0,21067.0,9.624669054664382,100.0,7,98.5,215.35
openclaw,r00,106.3631944656372,10.0,0.0,0.14935064935064934,0.0,972377.0,1543344.0,21442.0,9.340402307812257,100.0,6,92.0,241.23
openclaw,r00,107.36656880378723,8.0,0.0,0.0897797854319593,0.0,981122.0,1558656.0,21913.0,9.374026782933665,100.0,6,89.75,190.8225
openclaw,r00,108.36975121498108,9.0,0.0,0.09627329192546585,0.0,982278.0,1601952.0,22514.0,9.581583449992223,100.0,7,94.5,218.31
openclaw,r00,109.37217211723328,9.0,0.0,0.10163749294184077,0.0,992316.0,1611456.0,22901.0,9.609703001088478,100.0,7,99.5,313.1
openclaw,r00,110.37378931045532,9.0,0.0,0.09853190287972902,0.0,999861.0,1667952.0,23413.0,9.559395920909232,100.0,7,100.0,218.465
openclaw,r00,111.37577557563782,8.0,0.0,0.08808582721626201,0.0,1003906.0,1681152.0,23962.0,9.518616606948124,100.0,8,93.5,207.715
openclaw,r00,112.3770854473114,10.0,0.0,0.09796725014116314,0.0,1012627.0,1720224.0,24425.0,9.697536638603056,100.0,10,95.75,223.3625
openclaw,r00,113.37883949279785,7.0,0.0,0.1019198193111237,0.0,1012627.0,1720224.0,24833.0,11.660942866063065,100.0,7,100.0,317.765
openclaw,r00,114.38176012039185,8.0,0.0,0.11067193675889331,0.0,1027766.0,1789392.0,25133.0,9.96413535007017,100.0,6,99.5,307.545
openclaw,r00,115.38454151153564,10.0,0.0,0.16149068322981364,0.0,1033670.0,1840080.0,25460.0,9.381330839956366,100.0,6,99.5,296.6125
openclaw,r00,116.3870222568512,10.0,0.0,0.12845849802371545,0.0,1057652.0,1929312.0,25770.0,9.256378344741755,100.0,7,95.75,201.2125
openclaw,r00,117.38986110687256,12.0,0.0,0.1490683229813664,0.0,1067863.0,1948848.0,26106.0,9.180174563591022,100.0,7,96.75,278.9325
openclaw,r00,118.39308333396912,14.0,0.0,0.15527950310559002,0.0,1078453.0,1973136.0,26555.0,9.274821039526921,100.0,7,93.0,274.77750000000003
openclaw,r00,119.39632225036621,8.0,0.0,0.07001693958215693,0.0,1085155.0,1976832.0,27336.0,9.583917718560075,100.0,8,100.0,215.6625
openclaw,r00,120.39877939224243,11.0,0.0,0.12676453980801805,0.0,1095674.0,2029104.0,27395.0,8.906566838246764,100.0,7,98.5,295.69
openclaw,r00,121.40125107765198,10.0,0.0,0.12337662337662336,0.0,1119814.0,2067120.0,27859.0,9.276582475834113,100.0,7,93.5,226.4125
openclaw,r00,122.40429401397705,10.0,0.0,0.15386787125917556,0.0,1133141.0,2148432.0,28131.0,9.328764989876966,100.0,8,96.0,219.3875
openclaw,r00,123.40696597099304,12.0,0.0,0.1662902315076228,0.0,1145787.0,2204400.0,28453.0,9.181605611847234,100.0,7,94.5,234.8675
openclaw,r00,124.40941500663757,13.0,0.0,0.18322981366459623,0.0,1145787.0,2204400.0,28753.0,9.529741513547181,100.0,8,100.0,333.77
openclaw,r00,125.41275024414062,16.0,0.0,0.20101637492941837,0.0,1182734.0,2239776.0,29171.0,9.052664381427237,100.0,7,96.0,239.9725
openclaw,r00,126.41551280021667,15.0,0.0,0.1586674195369847,0.0,1186936.0,2254032.0,29853.0,9.38229344950988,100.0,7,97.25,232.0925
openclaw,r00,127.41853880882263,13.0,0.0,0.13354037267080743,0.0,1190654.0,2352240.0,30549.0,9.580931609284935,100.0,7,95.75,207.9675
openclaw,r00,128.42139983177185,11.0,0.0,0.12958780350084698,0.0,1190833.0,2381808.0,31245.0,9.586905689789555,100.0,6,100.0,229.75
openclaw,r00,129.42385840415955,12.0,0.0,0.10869565217391308,0.0,1196931.0,2402928.0,31825.0,9.113607990012484,100.0,8,100.0,220.3
openclaw,r00,130.4265377521515,12.0,0.0,0.07538114059853185,0.0,1207689.0,2418768.0,32320.0,9.231249025417121,100.0,7,98.0,221.665
openclaw,r00,131.43002367019653,13.0,0.0,0.12450592885375489,0.0,1214184.0,2499552.0,32710.0,9.566028931404572,100.0,7,100.0,268.3875
openclaw,r00,132.43264198303223,11.0,0.0,0.11518915866741952,0.0,1225180.0,2536512.0,33197.0,9.6061030671026,100.0,6,99.5,214.225
openclaw,r00,133.43532252311707,14.0,0.0,0.14963297571993228,0.0,1232022.0,2623104.0,33672.0,9.536403235843187,100.0,7,99.25,228.24
openclaw,r00,134.43809485435486,14.0,1.0,0.16657255787690572,0.0,1232022.0,2623104.0,33724.0,9.117784347284893,100.0,6,100.0,345.91499999999996
openclaw,r00,135.44052505493164,17.0,0.0,0.21202710333145114,0.0,1279347.0,2654784.0,34062.0,9.397852808464291,100.0,6,96.0,236.6925
openclaw,r00,136.4433183670044,15.0,0.0,0.20948616600790515,0.0,1290491.0,2712864.0,34604.0,9.255219694608913,100.0,7,99.5,203.085
openclaw,r00,137.4459867477417,16.0,0.0,0.19847543760587238,0.0,1298923.0,2749296.0,35116.0,9.16601714731099,100.0,7,97.75,235.29999999999998
openclaw,r00,138.4491925239563,10.0,0.0,0.11998870694522867,0.0,1301724.0,2783616.0,35826.0,9.603112840466926,100.0,7,98.5,231.8825
openclaw,r00,139.45254611968994,10.0,0.0,0.10417843026538676,0.0,1307196.0,2817408.0,36137.0,9.297617193583553,100.0,6,100.0,265.83
openclaw,r00,140.45519924163818,10.0,0.0,0.08526256352343309,0.0,1321679.0,2844864.0,36674.0,9.368191721132897,100.0,8,93.5,224.515
openclaw,r00,141.45851826667786,11.0,0.0,0.09683794466403162,0.0,1340993.0,2865984.0,36969.0,9.299065420560748,100.0,7,96.0,196.2
openclaw,r00,142.46156239509583,11.0,0.0,0.10926030491247885,0.0,1349662.0,2901360.0,37461.0,9.428971526373113,100.0,7,99.5,235.2575
openclaw,r00,143.46396112442017,9.0,0.0,0.08695652173913049,0.0,1353143.0,2905056.0,38027.0,9.560884459669884,100.0,6,88.75,211.5925
openclaw,r00,144.46674585342407,9.0,0.0,0.11180124223602483,0.0,1354040.0,2914560.0,38432.0,9.392523364485982,100.0,7,100.0,352.3225
openclaw,r00,145.46984958648682,11.0,0.0,0.1403162055335968,0.0,1354040.0,2914560.0,38456.0,9.376457782615457,100.0,6,100.0,359.435
openclaw,r00,146.47319674491882,12.0,1.0,0.16770186335403725,0.0,1389092.0,2995344.0,38494.0,9.222620345848263,100.0,6,100.0,345.5575
openclaw,r00,147.4761872291565,14.0,0.0,0.1933935629587803,0.0,1435381.0,3023328.0,38538.0,9.015882902522579,100.0,6,100.0,317.33500000000004
openclaw,r00,148.47859954833984,16.0,0.0,0.22332015810276684,0.0,1449404.0,3033360.0,38590.0,8.940552348260258,100.0,6,100.0,320.65999999999997
openclaw,r00,149.48127484321594,17.0,0.0,0.21400338791643136,0.0,1496126.0,3098304.0,39100.0,9.183037106329904,100.0,7,96.75,231.935
openclaw,r00,150.48279857635498,16.0,0.0,0.21739130434782605,0.0,1504151.0,3135264.0,39702.0,9.662816109896971,100.0,6,100.0,316.8
openclaw,r00,151.48486876487732,14.0,0.0,0.21654432523997746,0.0,1524427.0,3156912.0,39870.0,9.174598221251365,100.0,6,97.0,270.38
openclaw,r00,152.4876425266266,15.0,0.0,0.23941276115189158,0.0,1524427.0,3156912.0,39909.0,8.913822658563191,100.0,6,100.0,359.6275
openclaw,r00,153.490984916687,12.0,0.0,0.1829474872953134,0.0,1562213.0,3293136.0,40243.0,9.212573918456272,100.0,7,97.0,205.125
openclaw,r00,154.49365878105164,12.0,0.0,0.18605307735742516,0.0,1562780.0,3380784.0,40944.0,9.7116134060795,100.0,7,100.0,238.945
openclaw,r00,155.49560022354126,13.0,0.0,0.18802936194240538,0.0,1577042.0,3390816.0,41048.0,9.129213483146067,100.0,6,99.5,273.62
openclaw,r00,156.49812936782837,8.0,0.0,0.07453416149068326,0.0,1589134.0,3468960.0,41704.0,9.566843253349953,100.0,7,95.25,204.1675
openclaw,r00,157.50124192237854,9.0,0.0,0.08610954263128179,0.0,1592971.0,3512256.0,42222.0,9.39545029604238,100.0,7,100.0,229.5575
openclaw,r00,158.50387024879456,7.0,0.0,0.06465273856578202,0.0,1598968.0,3536544.0,42737.0,9.586905689789555,100.0,7,100.0,209.7
openclaw,r00,159.50686979293823,6.0,0.0,0.06380575945793332,0.0,1603236.0,3600960.0,43164.0,9.21421889616464,100.0,7,91.75,208.24
openclaw,r00,160.51004195213318,7.0,0.0,0.06465273856578202,0.0,1607692.0,3626304.0,43552.0,9.321901792673422,100.0,8,93.25,207.88
openclaw,r00,161.51252388954163,7.0,0.0,0.07622811970638055,0.0,1607692.0,3626304.0,43570.0,8.96756082345602,100.0,7,100.0,338.65999999999997
openclaw,r00,162.51529550552368,8.0,0.0,0.10869565217391308,0.0,1658624.0,3728736.0,43651.0,8.783151326053042,100.0,8,97.5,244.08499999999998
openclaw,r00,163.5178678035736,9.0,0.0,0.11067193675889331,0.0,1660099.0,3758832.0,44248.0,9.438377535101404,100.0,7,100.0,233.5625
openclaw,r00,164.52019715309143,8.0,0.0,0.09090909090909094,0.0,1661586.0,3849120.0,44809.0,9.60848541569178,100.0,7,100.0,205.55
openclaw,r00,165.52266192436218,8.0,0.0,0.10926030491247885,0.0,1666946.0,3892416.0,45301.0,9.378901373283396,100.0,7,99.75,221.815
openclaw,r00,166.52563667297363,6.0,0.0,0.08215697346132134,0.0,1669508.0,3932544.0,45742.0,9.57280947926411,100.0,6,99.25,274.6075
openclaw,r00,167.52809739112854,5.0,0.0,0.07594579333709772,0.0,1686777.0,3941520.0,45960.0,9.01434809731753,100.0,7,99.0,211.9
openclaw,r00,168.5307309627533,5.0,0.0,0.07001693958215693,0.0,1687602.0,3963696.0,46276.0,9.285268414481898,100.0,7,99.75,279.325
openclaw,r00,169.5337896347046,6.0,0.0,0.0731225296442688,0.0,1699662.0,3975312.0,46628.0,9.181605611847234,100.0,7,99.5,209.39499999999998
openclaw,r00,170.53654742240906,8.0,0.0,0.1053077357425184,0.0,1699668.0,3994848.0,47131.0,9.652268828941214,100.0,6,99.5,214.8825
openclaw,r00,171.53921365737915,9.0,1.0,0.13862224731789952,0.0,1702256.0,4037088.0,47290.0,9.019975031210986,100.0,6,100.0,360.1775
openclaw,r00,172.54196047782898,9.0,0.0,0.13833992094861658,0.0,1744189.0,4083552.0,47338.0,8.93358278765201,100.0,7,99.75,266.29
openclaw,r00,173.54524517059326,11.0,0.0,0.16346696781479386,0.0,1744279.0,4122096.0,47863.0,9.551262075412902,100.0,7,100.0,287.315
openclaw,r00,174.54850339889526,12.0,0.0,0.15104460756634674,0.0,1768188.0,4165392.0,48045.0,9.929851909586906,100.0,8,99.25,251.73
openclaw,r00,175.55169534683228,11.0,0.0,0.14229249011857703,0.0,1774331.0,4246704.0,48659.0,11.293090001559818,100.0,8,97.75,241.07
openclaw,r00,176.55411005020142,7.0,0.0,0.10135516657255783,0.0,1774830.0,4283136.0,49331.0,9.937597503900156,100.0,9,100.0,224.15
openclaw,r00,177.5562241077423,10.0,0.0,0.12309429700734054,0.0,1784736.0,4389792.0,49649.0,9.21996879875195,100.0,8,92.5,238.88
openclaw,r00,178.55876851081848,9.0,0.0,0.11631846414455105,0.0,1787346.0,4434144.0,50183.0,9.469578783151325,100.0,6,98.75,260.9
openclaw,r00,179.56151223182678,10.0,0.0,0.16007905138339917,0.0,1793238.0,4483248.0,50614.0,9.496335568376734,100.0,7,99.75,340.2425
openclaw,r00,180.56392765045166,8.0,0.0,0.12394127611518913,0.0,1799722.0,4541328.0,51215.0,9.395973154362416,100.0,7,100.0,234.9375
openclaw,r00,181.56681513786316,5.0,0.0,0.09090909090909094,0.0,1799722.0,4541328.0,51831.0,9.606986899563319,100.0,7,100.0,212.7175
openclaw,r00,182.56995844841003,7.0,0.0,0.12478825522303783,0.0,1810957.0,4597296.0,52124.0,9.229809791082008,100.0,7,99.25,223.8675
openclaw,r00,183.5721938610077,6.0,0.0,0.10248447204968947,0.0,1815634.0,4651680.0,52574.0,9.624083606301669,100.0,10,100.0,223.41750000000002
openclaw,r00,184.57492780685425,7.0,1.0,0.15838509316770188,0.0,1815634.0,4651680.0,52640.0,9.201497192763568,100.0,6,100.0,352.29
