workload,replica,minute,arrivals,output_tokens_s,prompt_sum,requested_output_sum,prefix_reuse,prompt_mean,prompt_p95,prompt_max,cached_mean,cached_p95,cached_max,uncached_mean,uncached_p95,uncached_max,output_mean,output_p95,output_max,queue_mean,queue_p95,queue_max,prefill_mean,prefill_p95,prefill_max,decode_mean,decode_p95,decode_max,residence_mean,residence_p95,residence_max,ongoing_output_step_gap_mean,ongoing_output_step_gap_p95,ongoing_output_step_gap_max,running_mean,running_p95,running_max,waiting_mean,waiting_p95,waiting_max,kv_mean,kv_p95,kv_max,cpu_mean,cpu_p95,cpu_max,cpu_max_mean,cpu_max_p95,cpu_max_max,runnable_mean,runnable_p95,runnable_max,gpu_busy_mean,gpu_busy_p95,gpu_busy_max,gpu_power_mean,gpu_power_p95,gpu_power_max
openclaw,r00,10,43,186.61666666666667,2238167,7812,0.8556358841855858,52050.395348837206,98909.3,111506,44536.186046511626,97152.0,108240,7514.209302325581,29834.4,46199,181.67441860465115,429.5999999999999,1318,5.18708229931288e-06,1.0542757809162139e-05,1.2974021956324577e-05,0.36212318455583825,1.078110393253155,1.9121681849937886,1.7357731281270727,4.347365347505547,13.63146969396621,2.0979015328163326,5.036997389793395,14.716638565063477,0.009261441632267055,0.009504544734954833,0.3182387351989746,2.05,4.0,4.0,0.0,0.0,0.0,0.047830792396009784,0.09378881987577643,0.10869565217391308,9.348792115593819,9.800250343982938,11.702293649555314,100.0,100.0,100.0,7.033333333333333,8.0,9,95.14166666666667,100.0,100.0,200.29745833333334,328.97599999999994,348.825
openclaw,r00,11,33,184.18333333333334,1297847,13909,0.7778544004031291,39328.69696969697,76557.4,100634,30592,69590.4,99264,8736.69696969697,29712.99999999997,74692,421.4848484848485,1682.999999999998,2810,6.330446481253162e-06,1.4639459550380707e-05,2.078898251056671e-05,0.37905040672613366,1.037897200137376,2.7148185109253973,4.0417399706290755,16.469764397339876,28.195860255975276,4.420796712239583,16.77790436744688,28.554880619049072,0.0084011718281341,0.009364128112792969,0.30655407905578613,1.9152542372881356,4.0,5.0,0.0,0.0,0.0,0.03658279818928309,0.0923207227555054,0.11885940146809715,9.02796908674928,9.719909984511666,10.215221459762944,98.34598375091747,100.0,100.0,6.762711864406779,8.099999999999994,11,87.37288135593221,100.0,100.0,189.07271186440678,328.64849999999996,349.995
openclaw,r00,12,30,182.05,1285415,8017,0.8387765818821159,42847.166666666664,95120.69999999998,112226,35939.2,91344.0,111408,6907.966666666666,23698.849999999955,36666,267.23333333333335,883.8999999999995,1042,6.224618603785833e-06,1.5127658843994136e-05,1.9576866179704666e-05,0.3269828929876288,0.8606392178684461,1.2638649079017341,2.380904679768719,7.590911329805383,12.092674507992342,2.7078938086827598,7.931706058979033,12.485625267028809,0.00850696706723375,0.009650945663452148,0.30281925201416016,1.7833333333333334,4.0,4.0,0.0,0.0,0.0,0.040617353660831926,0.11012140033879168,0.13636363636363635,9.138513014819333,9.773356488867988,11.350507416081186,99.10891089108911,100.0,100.0,6.883333333333334,8.0,9,87.7,100.0,100.0,187.88158333333334,312.8842499999999,348.615
openclaw,r00,13,30,86.2,1655305,5255,0.8188074101147522,55176.833333333336,104835.0,116394,45179.2,102352.79999999999,111936,9997.633333333333,31295.299999999996,73960,175.16666666666666,392.1999999999999,620,1.3675051741302014e-05,2.097944961860776e-05,2.1178973838686943e-05,0.45743889743462207,1.2576748127699828,2.575979030923918,1.199751744993652,2.6154019959969435,5.664306341903284,1.657204302151998,3.6898123025894143,6.264932155609131,0.006698962289819189,0.00782381296157836,0.2558720111846924,0.7833333333333333,1.0499999999999972,3.0,0.0,0.0,0.0,0.022901373988330514,0.050578769057029876,0.06324110671936756,8.113766763168726,9.693782141187471,11.249804961772508,92.98613861386139,100.0,100.0,6.266666666666667,7.049999999999997,8,67.41666666666667,100.0,100.0,176.01125,344.221875,352.255
openclaw,r00,14,34,203.76666666666668,1736309,12211,0.8736601607202404,51067.91176470588,125560.09999999995,143434,44616,115816.8,142560,6451.911764705882,23146.29999999999,44192,359.1470588235294,1258.749999999998,3079,4.850540255360743e-06,1.4140922576189037e-05,2.0707957446575165e-05,0.36346410651800826,1.2607729871524482,2.0815361249260604,3.252891875419985,10.879234762338442,31.823110071010888,3.6163608326631436,11.326045858860004,31.90912699699402,0.008857577557889572,0.009410452842712401,0.48145174980163574,2.05,3.0,4.0,0.0,0.0,0.0,0.03433088650479955,0.08311688311688305,0.13918690005646528,9.396257116515695,9.880673841834346,11.497659906396256,99.5,100.0,100.0,6.95,8.0,8,95.20416666666667,100.0,100.0,193.95858333333334,346.29375,376.9475
openclaw,r00,15,39,159.45,2238079,9541,0.7162428135914773,57386.64102564102,127527.8,169656,41102.769230769234,118166.40000000001,127248,16283.871794871795,82236.10000000003,164376,244.64102564102564,1084.8000000000002,2250,0.726235180006673,5.127578102494591,6.350674956804141,0.9731129884230307,3.2101788319414504,8.116273135878146,4.855645722930487,16.398785014404,41.603182757040486,6.554993873987442,21.398041677474996,41.76635718345642,0.01655769890467145,0.018032217025756834,0.5430343151092529,3.8,7.099999999999994,10.0,0.5,4.0,4.0,0.11792301900997554,0.24902597402597398,0.28091473743647655,9.268976140799655,9.777947850673678,11.89585282195198,99.38333333333334,100.0,100.0,6.983333333333333,8.0,10,96.19583333333334,100.0,100.0,254.05829166666666,372.872625,398.365
openclaw,r00,16,31,93.36666666666666,1211706,8295,0.6257359458482503,39087.290322580644,107345.5,117360,24458.322580645163,76824.0,113520,14628.967741935483,84144.5,97067,267.5806451612903,658.5,2892,0.1796138708915321,1.0447829209733754,2.8596275818999857,0.6772430639098128,3.2740251809591427,3.9077016978990287,2.840820774728913,7.170849709073082,31.5602775500156,3.697677719977594,9.320253133773804,31.795883417129517,0.00862760010143648,0.009650826454162598,0.3360717296600342,1.2,4.0,6.0,0.1,1.0,1.0,0.03342273668360624,0.1445511010728401,0.18746470920383962,7.700827317713595,9.806134069630314,11.246295429730152,88.55347926949558,100.0,100.0,5.95,8.0,9,66.65833333333333,100.0,100.0,185.30975,355.140125,365.6875
openclaw,r00,17,35,205.33333333333334,1819840,9892,0.7868471953578337,51995.42857142857,109627.99999999999,117582,40912.45714285714,104702.39999999998,117216,11082.971428571429,69765.99999999999,86376,282.62857142857143,868.4999999999998,3079,0.041134818536894664,0.17417522759642287,0.8590067629702389,0.5130835758721722,2.612329567153938,3.1358542561065406,2.6956283625947046,7.038039154675788,31.441878452897072,3.249846751349313,7.195417404174804,31.67296814918518,0.00955976248388834,0.009414219856262207,0.391826868057251,2.23728813559322,4.099999999999994,6.0,0.01694915254237288,0.0,1.0,0.03562097445664137,0.07859966120835668,0.15810276679841895,9.477142451222898,9.89019506005425,11.260137242669995,100.0,100.0,100.0,7.169491525423729,8.0,9,96.51694915254237,100.0,100.0,191.87923728813558,342.76475,345.56
openclaw,r00,18,45,134.45,1773009,9383,0.7891668908618061,39400.2,103633.79999999997,117582,31093.333333333332,95356.8,117216,8306.866666666667,33028.59999999999,43720,208.51111111111112,724.7999999999997,1219,7.705085186494721e-06,2.118176780641079e-05,2.1840911358594894e-05,0.4002368297427893,1.241092429356649,1.753009655047208,2.316219531982723,9.731534377764895,14.755395397078246,2.716464074452718,10.353772783279403,15.148902893066406,0.009366394007466111,0.009138762950897217,0.395751953125,1.7,4.0,5.0,0.016666666666666666,0.0,1.0,0.03819405232448711,0.09870129870129875,0.15697346132128742,8.752877328686957,9.680410625104683,11.341977815966255,96.48910891089109,100.0,100.0,6.6,8.0,9,80.02083333333333,100.0,100.0,194.6285,335.34187499999996,344.09
openclaw,r00,19,50,211.46666666666667,2007257,11226,0.7281100526738729,40145.14,79800.9,170825,29230.08,76375.2,80784,10915.06,34382.79999999998,165545,224.52,713.6999999999998,1876,0.5620957312406972,4.0575868203071845,5.593979406170547,0.6499982635118067,1.4158148175454697,8.0952877511736,3.8427883874811233,11.587761265574947,31.928517716936767,5.054882364273071,13.596507561206817,32.15403890609741,0.01432452470697017,0.018646192550659177,0.5369410514831543,3.933333333333333,10.149999999999991,14.0,0.48333333333333334,4.0,6.0,0.0933700357613401,0.27700451722190844,0.3215697346132129,9.350317700033228,9.709647946065877,11.088583905177792,100.0,100.0,100.0,6.983333333333333,8.0,9,97.33333333333333,100.0,100.0,230.30725,372.91175,382.9475
openclaw,r01,0,36,62.88333333333333,401445,6581,0.2722564734895191,11151.25,18515.5,49000,3036,7392.0,10032,8115.25,15692.5,41608,182.80555555555554,421.0,758,0.2005221801939317,0.9668049805914052,1.0350536610931158,0.7666557457737831,2.0170606288593262,5.844598494004458,8.278808656614274,22.650951731251553,30.922352459980175,9.245986574225956,22.910981476306915,31.26252555847168,0.04623080157547546,0.19354248046874994,5.793078660964966,3.694915254237288,18.49999999999997,26.0,0.13559322033898305,0.09999999999999432,5.0,0.020538047067155396,0.11053077357425165,0.14652738565782042,3.065983663013307,9.166650398267452,9.734789391575664,35.201954991112274,100.0,100.0,3.1016949152542375,7.0,8,19.364406779661017,100.0,100.0,96.83385593220339,293.32474999999994,309.77250000000004
openclaw,r01,1,110,426.3666666666667,2147835,27825,0.6546424655525215,19525.772727272728,43849.499999999985,60170,12782.4,29568.0,50160,6743.372727272727,26327.999999999993,36521,252.95454545454547,937.7999999999995,3079,0.002211385480636223,3.2895477488636966e-06,0.24292123899795115,0.31497186567338015,0.9247959769098087,1.4742695789318532,5.8347110402558675,18.363111989828752,85.95308544510044,6.151894281127236,18.51520532369613,86.12932300567627,0.021539014135872916,0.08366146087646485,0.28897762298583984,10.75,18.19999999999999,24.0,0.0,0.0,0.0,0.0966120835686053,0.1453980801806889,0.15979672501411635,9.307290063952028,9.581002491912363,11.052221356196414,100.0,100.0,100.0,7,8.0,10,97.42083333333333,100.0,100.0,236.18,328.497125,339.0525
openclaw,r01,2,105,393.5,3011486,23070,0.7535628590005067,28680.819047619047,62732.399999999994,108081,21612.8,58079.999999999985,104544,7068.019047619047,29377.399999999998,46035,219.71428571428572,662.3999999999996,2015,0.04831387825931112,0.3669287228956817,1.1010041490662843,0.44980970552590277,1.5483308181166648,2.045525831868872,6.193911814793855,19.5560615632683,56.05504782591015,6.692035402570452,19.81598081588745,56.15022659301758,0.026446924209594727,0.09753091335296607,0.3986790180206299,11.433333333333334,18.099999999999994,22.0,0.08333333333333333,1.0,2.0,0.13776115189158666,0.24964709203839627,0.30632411067193677,9.309860229700881,9.646179014203605,10.801122194513717,100.0,100.0,100.0,6.966666666666667,8.0,9,97.93333333333334,100.0,100.0,249.09379166666668,349.11224999999996,360.3875
openclaw,r01,3,96,352.03333333333336,3783596,22311,0.8148311817646493,39412.458333333336,95762.75,133178,32114.5,92664.0,107712,7297.958333333333,25400.0,90433,232.40625,600.0,4452,0.08662078304769238,0.4606245413888246,2.536578845931217,0.5027171341862413,1.333359379263129,3.70575135294348,6.348822525811556,20.069575492932927,130.87279170705006,6.938160441815853,21.135611414909363,130.96649765968323,0.025697332040172233,0.09601938724517822,0.45925402641296387,10.25,15.049999999999997,17.0,0.15,1.0,4.0,0.1645021645021645,0.26871823828345565,0.3128176171654432,9.385821461546483,9.671211196482682,11.513825964693016,100.0,100.0,100.0,6.85,8.0,8,98.72083333333333,100.0,100.0,264.39454166666667,359.4465,363.11
openclaw,r01,4,85,362.71666666666664,3271822,28055,0.7597674934638865,38492.02352941177,74649.0,109336,29244.988235294117,73180.8,108240,9247.035294117648,34303.79999999998,67327,330.05882352941177,1377.5999999999995,3709,0.07895878045545782,0.5848739015869795,1.6768543249927461,0.5385504497680813,1.6212633698247367,2.7276370821055025,9.76608301378403,36.39972839779219,99.53985583805479,10.383592235340792,36.585707950592024,99.80861115455627,0.02668539234842331,0.12206038236618028,0.39892578125,11.183333333333334,17.0,19.0,0.08333333333333333,1.0,2.0,0.19417466591379634,0.3244353472614342,0.33681535855448896,9.344666949745376,9.714545596502187,11.324286382779597,100.0,100.0,100.0,6.983333333333333,8.0,10,98.7375,100.0,100.0,269.9617083333333,353.006625,368.475
openclaw,r01,5,78,421.0,3059451,21560,0.7450277843966123,39223.730769230766,90549.15,116214,29222.76923076923,82209.59999999992,111936,10000.961538461539,45697.49999999998,79380,276.4102564102564,1438.6,2545,0.10010840657214896,0.6647177912644096,1.623617562931031,0.599293653289071,1.9071449956507376,3.3261468240525573,8.760615967163362,47.92088290703247,65.44659507717006,9.460018032636398,48.127732467651335,65.72887897491455,0.03160007656593584,0.16862890720367404,0.381131649017334,14.716666666666667,21.0,26.0,0.11666666666666667,1.0,1.0,0.2328910220214568,0.3580180688876341,0.38198757763975155,9.302996265612592,9.727256517871965,9.806672903024634,100.0,100.0,100.0,6.933333333333334,8.0,9,99.0125,100.0,100.0,279.18395833333335,366.1855,378.7575
openclaw,r01,6,65,331.7,3234376,12887,0.8416980586054311,49759.63076923077,98335.4,127187,41882.584615384614,95568.0,116160,7877.046153846154,30891.199999999975,47679,198.26153846153846,929.5999999999988,1839,0.02141329408623278,6.113853305578231e-06,1.0383048669900745,0.46712681935885203,1.289451829064637,2.0586994939949363,3.375544180857161,11.01437652693129,27.98690330190584,3.8640843024620644,11.240743732452383,28.15315055847168,0.017678749582383937,0.021201717853546142,0.4516780376434326,7.372881355932203,16.099999999999994,20.0,0.01694915254237288,0.0,1.0,0.15145134894582205,0.342094861660079,0.422360248447205,9.467971505939666,9.794627138274365,11.050498753117207,100.0,100.0,100.0,6.915254237288136,8.0,8,98.7542372881356,100.0,100.0,256.8704661016949,358.91875,365.2675
openclaw,r01,7,43,126.61666666666666,2257542,6476,0.8213960138947581,52500.976744186046,127456.8,127897,43124.09302325582,127195.2,127248,9376.883720930233,38021.7,75832,150.6046511627907,351.99999999999983,795,0.007952211002364408,2.251514233648777e-05,0.34160166792571545,0.41922802441255297,1.2426913302624596,2.9613156840205193,1.478925580835663,3.6099743714556096,7.665287141920999,1.9061058399289152,4.261363458633422,8.101576089859009,0.009666150337771365,0.009503841400146484,0.35979771614074707,1.5,3.0,3.0,0.016666666666666666,0.0,1.0,0.03532843967626576,0.09522868435911913,0.10700169395821568,8.55592330568444,9.844301096427248,11.4646700982686,93.97046204620462,100.0,100.0,6.366666666666666,8.0,8,81.21666666666667,100.0,100.0,192.85266666666666,328.37387499999994,356.2775
openclaw,r01,8,34,100.91666666666667,1261289,7445,0.5626244262813677,37096.73529411765,100262.64999999997,179761,20871.529411764706,91000.8,95040,16225.20588235294,88116.89999999995,175009,218.97058823529412,607.8999999999988,1459,0.9303589750231955,5.9700873959227465,7.100447583943605,0.9236960734706372,4.150894856057129,8.971522384090349,2.9275926786803588,11.031691147666422,19.72321295994334,4.7816477453007415,15.477143263816831,20.004424571990967,0.011002455405362948,0.011376488208770743,0.5713586807250977,1.7833333333333334,6.049999999999997,9.0,0.5166666666666667,3.0,4.0,0.04883305100696406,0.16890175042348948,0.24760022586109542,8.52983173853216,9.752615337879236,10.837361609231248,94.3548304830483,100.0,100.0,6.533333333333333,8.0,8,85.20416666666667,100.0,100.0,221.78725,355.5145,364.2625
openclaw,r01,9,46,206.58333333333334,2354275,16187,0.8488727952342016,51179.891304347824,109291.0,204872,43445.217391304344,108768.0,179520,7734.673913043478,26817.5,57341,351.89130434782606,461.0,7572,0.02101754389055397,5.64818037673831e-06,0.9666577719617635,0.5211810600468079,1.3158325256663375,2.6052081210073084,5.845280551027669,14.430651273520198,128.71512671397068,6.387479154959969,14.942889153957367,131.22689723968506,0.014425358542476792,0.014506888389587401,0.6299095153808594,3.4,6.0,6.0,0.016666666666666666,0.0,1.0,0.13347920195746282,0.2281620553359683,0.2577639751552795,9.489362413824844,9.832345601996257,11.539662710805747,100.0,100.0,100.0,7.133333333333334,9.0,9,99.1125,100.0,100.0,213.48825,312.3003749999999,344.9825
openclaw,r01,10,44,271.26666666666665,1765394,15415,0.8158994536063904,40122.59090909091,91026.55,98449,32736,89152.8,98208,7386.590909090909,28572.650000000005,37962,350.34090909090907,1832.9500000000005,2166,3.4235470758920368e-06,5.191995296627284e-06,7.68410973250866e-06,0.49072591709078883,1.2627331659081393,1.5978022229392081,6.310342885294548,31.55129954185105,37.491195977898315,6.801072218201377,32.95640034675599,37.845316648483276,0.020493619917520408,0.015015888214111327,0.3412318229675293,5.633333333333334,7.0,8.0,0.0,0.0,0.0,0.1956521739130435,0.25389610389610384,0.2656691134952005,9.479960596085302,9.789281127393613,11.164896939412866,100.0,100.0,100.0,7.15,8.0,9,99.62083333333334,100.0,100.0,221.380125,293.65925,322.4475
openclaw,r01,11,32,236.76666666666668,1321885,11394,0.8583742156087708,41308.90625,76098.45,111866,35458.5,75741.6,110880,5850.40625,24335.199999999993,41757,356.0625,1527.1499999999994,2220,5.2027971833013e-06,1.554323825985193e-05,2.0728912204504013e-05,0.3324388093969901,0.9708012405084443,1.2846318238880485,3.5699347916961415,13.650954068603458,25.958715355955064,3.902378834784031,14.131371951103208,26.250850915908813,0.010545772154126746,0.014489316940307617,0.359238862991333,2.9,5.0,6.0,0.0,0.0,0.0,0.0981554677206851,0.2009740259740259,0.25296442687747034,9.372257029535477,9.758018238213545,11.241035235422514,99.35,100.0,100.0,7.033333333333333,8.049999999999997,10,94.9,100.0,100.0,195.937125,264.51187499999986,342.1325
openclaw,r01,12,31,185.45,1279979,9989,0.7845878721447773,41289.645161290326,98014.5,105312,32395.354838709678,94512.0,104016,8894.290322580646,43413.0,59493,322.2258064516129,821.5,2519,4.663905729689906e-06,1.3079377822577953e-05,1.7342157661914825e-05,0.39382133217558507,1.4979116475442424,1.9778397281188518,2.8361156522671904,7.26197413855698,21.899045429192483,3.229941637285294,7.586217403411865,22.176302433013916,0.008306043651895745,0.008734846115112304,0.32064318656921387,1.7118644067796611,3.0,4.0,0.0,0.0,0.0,0.03279292557111275,0.07399774138904577,0.08695652173913049,9.491421818149414,9.720478367103327,11.319281811085089,100.0,100.0,100.0,7.11864406779661,8.0,10,99.00847457627118,100.0,100.0,189.6021186440678,325.2002499999999,348.68
openclaw,r01,13,29,114.38333333333334,1581371,10296,0.6634344502333734,54530.03448275862,108828.39999999998,116034,36177.10344827586,90182.39999999997,112464,18352.931034482757,49005.19999999999,107834,355.0344827586207,699.5999999999995,4571,7.479539911808638e-06,1.5308661386370658e-05,1.6971956938505173e-05,0.7590062918286,1.8186066168360406,4.340691708959639,3.74138249725842,12.64998327759094,39.932629122864455,4.500396276342458,13.730935955047599,40.341147661209106,0.010740506546377109,0.009772777557372983,0.4071366786956787,1.7,4.0,4.0,0.0,0.0,0.0,0.047223790702051564,0.12643986448334268,0.15527950310559002,8.703502424115205,9.687810879312938,11.700468018720748,97.17310231023102,100.0,100.0,6.683333333333334,8.0,10,82.15,100.0,100.0,202.67775,341.02725,354.195
openclaw,r01,14,35,208.36666666666667,1723061,10671,0.8907960890531443,49230.31428571429,106560.2,118307,43854.171428571426,102220.8,104544,5376.142857142857,20440.299999999992,47027,304.8857142857143,731.1999999999992,4712,3.7871234651122776e-06,5.790963768959045e-06,1.0921154171228409e-05,0.33555116980070515,0.9013266027672211,2.4589161169715226,2.9072377288913622,6.872785444022143,42.50293033779599,3.2427926744733537,7.051241326332079,42.88325262069702,0.00853257590185307,0.009223270416259761,0.4305708408355713,2.1,5.0,6.0,0.0,0.0,0.0,0.036561264822134384,0.07282608695652171,0.11970638057594585,9.56667335113624,9.874086261346623,11.468247776564207,100.0,100.0,100.0,7.2,8.049999999999997,10,98.59583333333333,100.0,100.0,186.909625,315.71774999999997,356.1775
